country,city,name,year,week,latitude,longitude,counts_week,nodes,edges,k_avg,intersection_count,streets_per_node_avg,edge_length_total,edge_length_avg,street_length_total,street_length_avg,street_segments_count,circuity_avg,self_loop_proportion,bike_points,bus_stops,restaurants,shop_list,cycle_length,dist_to_greenspace,dist_to_bike,build_area,ndvi_mean,ndvi_std,dem_mean,dem_std,lst_mean,lst_std,pop_mean,pop_std,landuse_entropy,3_way_int_count,4_way_int_count
Netherlands,Arnhem,"Huissensedijk (Hoefijzerpad), fietspad",2019,36,51.965465,5.889367,23496,307,825,5.374592834,292,3.081433225,41233.106,49.97952242,22707.535,51.02816854,445,1.048862035,0,0,2,0,0,1947.635766,116,125,12413.9365,0.488783049,0.180678268,10.18088737,2.188562395,298.8096065,1.748921425,12.76469238,3.74664541,0.836884839,6,0
Netherlands,Arnhem,"Steenstraat, van Bloemstraat naar Tuinstraat, Arnhem",2019,41,51.983826,5.916475,23548,586,1379,4.706484642,527,3.093856655,50340.215,36.50486947,32639.226,37.60279493,868,1.03394442,0.002900653,2,0,16,8,1585.912236,54,26,213213.4749,0.213328903,0.111957187,19.46779661,2.509266939,302.0470339,0.900428587,28.67442139,0.493080202,0.652425966,25,9
Netherlands,Arnhem,"Stadhoudersstraat, fietspad",2019,36,51.977983,5.924949,26021,510,1297,5.08627451,464,3.098039216,46572.049,35.90751658,27332.672,35.96404211,760,1.022479259,0,0,2,1,1,919.2258746,16,35,117013.4807,0.318865662,0.13908665,13.44709898,1.464517806,300.9514452,0.508536089,25.60677011,1.778485808,0.911162419,21,2
Netherlands,Arnhem,"Johan de Wittlaan, fietspad",2019,36,51.978514,5.93779,27406,392,1005,5.12755102,363,3.145408163,40442.333,40.24112736,23826.925,40.52198129,588,1.02393961,0,0,2,0,0,855.5951253,50,103,94633.92948,0.423821773,0.209842584,11.52702703,2.079325339,299.3770461,2.385396053,16.05529785,4.932013294,0.913671303,12,2
Netherlands,Arnhem,"Zevenaarseweg, fietspad",2019,36,51.97089,5.95696,35682,87,192,4.413793103,76,3.091954023,14433.698,75.17551042,8686.693,70.62352033,123,1.068820549,0,0,0,0,0,791.4205628,35,0,8014.069707,0.647429623,0.214871728,13.12244898,2.147290522,295.315423,1.223488747,7.880922106,2.061198516,0.737961732,1,4
Netherlands,Arnhem,"Zypsepoort (Willemsplein) fietspaden, van Amsterdamseweg naar Jansbuitensingel, Arnhem",2019,41,51.984915,5.904827,43564,720,1788,4.966666667,665,3.186111111,61775.614,34.55011969,39474.171,35.53030693,1111,1.036861076,0.002237136,5,12,12,1,3690.363522,0,0,215180.8261,0.249017887,0.163278929,23.1774744,3.317536058,300.1208014,0.937564108,24.41809552,3.32539819,0.813282013,15,8
Netherlands,Arnhem,"Velperpoort Fietstunnel, van Ir. J.P. Van Muijlwijkstraat naar Sonsbeeksingel, Arnhem",2019,41,51.985175,5.919766,45427,512,1184,4.625,461,3.052734375,45958.961,38.81669003,29799.682,39.99957315,745,1.048710025,0.003378378,0,2,3,5,1488.241403,63,42,180039.0601,0.243028639,0.130388121,19.77966102,2.600311563,302.049568,0.751664024,28.19454165,0.547089873,0.684670673,26,5
Netherlands,Arnhem,"Nelson Mandelabrug, fietspad",2019,36,51.97811,5.89932,46647,214,505,4.719626168,192,3.037383178,29071.154,57.56664158,17676.601,58.92200333,300,1.066641622,0,0,2,0,0,816.9612048,44,0,15746.29244,0.317981571,0.28995374,10.7244898,3.975556126,296.1037458,1.104536296,11.25837402,2.089962358,0.844557812,3,0
Netherlands,Arnhem,"Velperbinnensingel fietspad, van Nieuwstad naar Koningsplein, Arnhem",2019,41,51.981574,5.913381,47089,747,1779,4.763052209,680,3.109772423,59977.398,33.71410793,37961.923,34.04656771,1115,1.031279277,0.002248454,8,3,16,5,1907.632248,26,84,191548.7817,0.250743183,0.156481644,16.45238095,2.042768341,300.6193708,1.224496766,27.8440597,0.933102623,0.776066601,10,1
Netherlands,Arnhem,"Gele Rijdersplein, van Willemsplein naar Jansplein, Arnhem",2019,41,51.983237,5.906943,51302,779,1908,4.898587933,701,3.139922978,64866.908,33.99733124,41187.462,35.02335204,1176,1.032576389,0.002096436,10,6,64,0,2291.322569,116,17,223132.5374,0.196297584,0.15192648,21.00340136,2.529416457,300.6484112,1.266464045,27.06418638,1.050050828,0.722505553,4,0
Netherlands,Arnhem,"Airborneplein Fietstunnel Stadszijde, van St. Walburgisplein naar Airborneplein, Arnhem",2019,41,51.978715,5.91438,62827,697,1713,4.915351506,633,3.088952654,58016.963,33.86862989,35559.437,34.32378089,1036,1.027847875,0,4,9,0,0,3222.885075,0,0,144889.4559,0.301599717,0.179888947,15.49324324,1.780132935,300.0288584,0.948948325,25.14051819,2.395425385,0.684934736,31,4
Netherlands,Arnhem,"John Frostbrug, beide kanten fietspad",2019,36,51.97207,5.908763,71168,338,808,4.781065089,320,3.177514793,39890.819,49.3698255,24634.656,49.269312,500,1.031563294,0,0,0,0,0,3870.47066,69,0,11346.29601,0.399159249,0.30210726,10.6552901,2.495172336,294.4728039,1.513254903,10.22662226,2.411569735,0.776839169,6,1
USA,Austin,S 1st Total PC,2022,38,30.261995,-97.748399,575,830,2363,5.693975904,754,3.157831325,74627.721,31.58176936,39631.575,31.55380175,1256,1.046953364,0.001692763,3,1,2,0,5147.188767,0,0,67469.47043,0.206982593,0.248084573,140.0797101,6.032994939,300.6113567,2.387804017,0.07464587,0.441610924,0.83988436,9,3
USA,Austin,Mopac at Barton Creek,2022,38,30.242933,-97.810155,581,28,63,4.5,28,3.142857143,10556.711,167.5668413,6679.181,185.5328056,36,1.117091618,0,0,0,0,0,103.8179164,0,0,0,0.589078574,0.182514275,179.9273608,5.667079399,299.1123638,0.964247512,1.538512442,2.745853706,0.646191156,0,0
USA,Austin,Upper Boggy Creek,2022,38,30.279984,-97.708688,676,258,719,5.573643411,227,3.046511628,40741.119,56.66358693,20754.592,56.24550678,369,1.06823864,0.002781641,2,1,0,1,848.3291179,103,53,99290.13715,0.302917036,0.1886643,166.6319613,3.267737261,297.2054217,0.842049027,10.93041757,11.11185202,0.907084796,9,4
USA,Austin,Shoal Creek Trail & 24th St,2022,38,30.286414,-97.75344,803,187,460,4.919786096,148,2.786096257,32957.662,71.6470913,16851.446,71.70828085,235,1.028985022,0,0,0,0,0,821.8951081,53,142,50372.73407,0.482389121,0.164988287,166.1771845,9.535073927,298.4050045,0.836081943,10.25776249,13.68351151,0.782143467,12,0
USA,Austin,Southern Walnut Creek Trail,2022,38,30.262292,-97.684256,1122,171,433,5.064327485,128,2.684210526,18453.564,42.61793072,9288.044,42.60570642,218,1.115612479,0.004618938,0,0,0,0,774.6796342,117,117,34218.90604,0.553326076,0.182875691,140.7451456,2.877026635,298.9398304,1.389529472,9.70292045,10.73593332,0.762719748,9,0
USA,Austin,Shoal Creek Trail & 9th St,2022,38,30.273953,-97.751702,1455,772,2218,5.74611399,687,3.18134715,74206.311,33.45640712,39019.438,33.03932091,1181,1.044816503,0.000450857,0,0,5,1,1171.668512,46,109,102727.7804,0.305448489,0.18169829,153.4205379,7.237106819,301.7122617,0.891008141,9.289688958,11.09553367,0.791808499,6,7
USA,Austin,Manor PC,2022,38,30.284118,-97.720236,1631,289,769,5.321799308,255,2.996539792,42122.327,54.77545774,22219.184,54.32563325,409,1.033573858,0.00260078,0,2,15,1,440.3625969,0,0,97720.21912,0.340566893,0.153863702,188.7897311,3.130384601,299.5063181,0.687393761,18.45099042,12.74361054,0.871584282,14,21
USA,Austin,Northern Walnut Creek Trail,2022,38,30.401918,-97.685215,1909,123,336,5.463414634,113,2.967479675,32217.8,95.88630952,16108.9,95.88630952,168,1.360041039,0.005952381,1,0,0,0,4062.982981,0,0,1639.495022,0.542595614,0.166628815,207.5585366,4.31534277,292.776688,1.7493931,0.034729322,0.045528552,0.869691918,0,0
USA,Austin,Butler Trail : Crenshaw Bridge ,2022,38,30.274733,-97.770673,2503,231,586,5.073593074,208,3.047619048,32604.573,55.63920307,19629.344,60.77196285,323,1.086722007,0.008532423,3,2,0,0,2224.094933,109,0,26865.61312,0.287886446,0.24990019,142.5024155,6.576472775,299.9097012,2.223813545,0.217439065,0.406459621,0.894762291,9,2
USA,Austin,Butler Trail : Longhorn Dam ,2022,38,30.248927,-97.71404,3496,135,361,5.348148148,114,2.881481481,23887.746,66.17104155,12104.631,66.14552459,183,1.152255124,0.03601108,0,0,0,0,2202.65692,0,0,4405.618365,0.192314189,0.289732737,135.4268293,3.307163282,298.3169751,2.114017878,7.984861646,10.5686831,0.822845786,2,0
USA,Austin,Butler Trail: South Lamar,2022,38,30.264368,-97.756035,3707,711,1929,5.426160338,630,2.988748242,60306.083,31.26287351,32329.018,31.47908277,1027,1.078574815,0.003628823,3,1,1,0,5176.690896,70,70,27273.42097,0.314766714,0.224693198,138.6843373,5.818054201,300.2084083,1.997209682,9.594735282,37.15842449,0.944622936,10,3
USA,Austin,Butler Trail: North Congress,2022,38,30.262409,-97.744317,4206,897,2661,5.933110368,839,3.303232999,77188.624,29.00737467,41246.138,28.88385014,1428,1.038770698,0.001878993,4,2,18,1,2653.370802,164,122,105002.3522,0.148522082,0.236009638,147.4430993,8.616094073,299.481593,1.57506181,18.72587627,73.1233155,0.802130651,5,8
USA,Austin,Butler Trail: Boardwalk,2022,38,30.254826,-97.742666,5409,212,552,5.20754717,177,2.886792453,25915.526,46.94841667,13922.795,47.51807167,293,1.124964463,0.005434783,2,0,0,1,1311.169007,0,126,75469.59506,0.187544778,0.259559349,138.9277108,5.314637964,300.0666805,2.488191107,22.42215184,10.37549142,0.806251526,3,1
UK,Birmingham,ULWINE DRIVE,2015,38,52.4148534,-1.972843603,107,462,1152,4.987012987,392,2.954545455,42640.375,37.01421441,23790.09,36.10028832,659,1.057191847,0.005208333,4,12,4,3,0,11,21,131879.6394,0.327954743,0.205749489,185.0034364,3.051109067,301.4608037,0.964670475,23.23239605,5.019553879,0.790477526,13,1
UK,Birmingham,WELLHEAD LANE,2015,38,52.51598443,-1.896213182,134,221,498,4.50678733,176,2.800904977,29488.149,59.2131506,17311.314,59.90074048,289,1.116830581,0.004016064,0,2,0,0,0,54,270,187559.677,0.208278929,0.164176858,101.2318339,2.084268916,300.3951353,1.005375801,21.3582515,8.950612612,0.670141691,6,1
UK,Birmingham,ORPHANAGE ROAD,2015,38,52.52584258,-1.836878516,155,274,626,4.569343066,216,2.689781022,33546.072,53.58797444,18528.825,52.9395,350,1.091920886,0.006389776,8,8,3,2,353.4683098,232,63,166872.3628,0.237172121,0.154637629,123.8644068,2.226631012,301.2575374,0.68973862,17.64617375,13.90928244,0.87225956,14,3
UK,Birmingham,EBROOK ROAD,2015,38,52.51598443,-1.817917203,177,331,699,4.223564955,258,2.697885196,29948.75,42.84513591,17881.218,41.97469014,426,1.055616869,0,0,7,1,4,0,263,82,127455.3367,0.200959956,0.169763802,94.75,2.365844928,300.8350074,0.670227129,2.623187312,6.094439499,0.557681715,14,6
UK,Birmingham,ULWINE DRIVE,2015,38,52.41493437,-1.973181764,189,457,1135,4.967177243,388,2.958424508,42555.41,37.4937533,23743.444,36.52837538,650,1.05710766,0.005286344,4,9,4,1,0,69,95,119935.4811,0.340522193,0.209618212,184.6262976,3.570176417,301.3637093,1.018210827,23.71139018,4.782242504,0.824960225,12,1
UK,Birmingham,BIRMINGHAM CANAL,2015,38,52.4812145,-1.924138761,201,495,1264,5.107070707,425,2.84040404,51928.639,41.08278402,28053.778,41.62281602,674,1.05415013,0,1,4,0,0,1046.720143,246,185,70156.66797,0.468777584,0.184221376,142.0346021,4.016253302,300.3570741,0.515009327,33.26202862,22.30161057,0.772524357,8,1
UK,Birmingham,CLIFTON ROAD,2015,38,52.56191231,-1.832127804,201,226,534,4.725663717,179,2.703539823,29223.263,54.72521161,15516.573,53.69056401,289,1.063969639,0.003745318,6,1,1,0,626.8063026,272,22,38352.88289,0.574675415,0.181547431,120.2214533,6.029864256,297.6887705,0.837509584,9.544722985,5.814609134,0.74069492,3,0
UK,Birmingham,MANOR FARM ROAD,2015,38,52.45459899,-1.851930565,231,176,425,4.829545455,139,2.676136364,28044.319,65.98663294,14270.784,64.57368326,221,1.077420847,0.004705882,0,2,2,0,827.4014675,173,236,185878.3701,0.293616813,0.229524396,114.837931,2.030273261,302.1421284,1.125566852,25.66588379,27.89160446,0.746695491,4,0
UK,Birmingham,PARK ROAD,2015,38,52.56405322,-1.826853053,263,441,1028,4.662131519,353,2.702947846,44942.398,43.71828599,24893.669,42.92011897,580,1.080388333,0.003891051,3,2,4,2,0,24,247,91247.47376,0.429316477,0.213107256,119.8191126,4.549092461,298.4971811,0.808222066,15.82940801,10.29062983,0.780073009,16,1
UK,Birmingham,DEYKIN AVENUE,2015,38,52.51560755,-1.869571346,268,188,462,4.914893617,138,2.585106383,25277.889,54.71404545,12712.801,54.79655603,232,1.131040543,0.008658009,0,0,0,0,1072.88785,109,178,137693.2723,0.293279047,0.237527663,106.3576389,4.967310918,299.9941135,0.999741652,12.21393066,12.15202124,0.759555133,8,0
UK,Birmingham,SMALL HEATH HIGHWAY,2015,38,52.46161022,-1.844180218,278,228,501,4.394736842,177,2.635964912,29771.908,59.42496607,16458.564,58.15746996,283,1.122508637,0.007984032,1,0,0,0,0,197,28,133938.7971,0.361552053,0.236937958,113.1423611,4.064225358,300.416962,1.481944579,8.86668178,4.285119894,0.734805122,4,0
UK,Birmingham,BORDESLEY MIDDLEWAY,2015,38,52.47039541,-1.876358594,311,361,809,4.48199446,299,2.811634349,40404.208,49.94339679,23848.752,50.4201945,473,1.082567979,0.002472188,0,3,1,0,1141.331124,189,53,61853.9459,0.348070242,0.187870357,119.4845361,5.58799659,301.5740711,0.838375141,14.83937012,10.11287776,0.624910733,8,1
UK,Birmingham,MOSELEY ROAD,2015,38,52.4561381,-1.886111092,339,384,896,4.666666667,277,2.505208333,41098.537,45.8689029,20909.666,45.65429258,458,1.036027557,0,8,3,11,4,0,69,116,146356.4261,0.256737674,0.17511321,130.5034483,2.394315503,302.0543664,0.603878037,40.98531596,13.62253568,0.643964525,12,1
UK,Birmingham,BIRMINGHAM AND WARWICK CANAL,2015,38,52.54263132,-1.863416354,353,285,639,4.484210526,215,2.571929825,33024.131,51.68095618,18096.16,52.30104046,346,1.070011993,0.018779343,0,7,0,1,727.7274848,128,133,62835.40525,0.512278501,0.158572888,120.0753425,2.707386184,299.637994,0.262759686,32.39111084,12.02585957,0.97627864,16,1
UK,Birmingham,SEVERN STREET,2015,38,52.47635382,-1.903314191,354,767,1788,4.66232073,612,2.779661017,59836.889,33.46582159,35527.846,34.76305871,1022,1.068040937,0.003355705,12,5,28,4,887.9153407,176,207,173750.4165,0.167330572,0.14780648,138.4689655,7.35743131,300.4052901,0.94292667,54.2514558,83.05041093,0.617684248,26,2
UK,Birmingham,GRAND UNION CANAL,2015,38,52.46045115,-1.837914523,411,201,436,4.338308458,154,2.661691542,22829.464,52.36115596,13036.494,51.32477953,254,1.119629538,0.004587156,0,2,1,0,0,121,201,204170.3319,0.186487865,0.169780943,117.4482759,5.609635841,302.0066044,0.792361902,6.875469632,2.341590405,0.531251443,4,1
UK,Birmingham,BORDESLEY GREEN EAST,2015,38,52.47969526,-1.822958082,471,160,358,4.475,128,2.75,22894.255,63.95043296,12945.579,63.77132512,203,1.081952042,0.022346369,0,2,0,4,576.6956783,48,0,39997.50162,0.559077881,0.243640774,106.1655172,3.951453322,299.327427,0.876554875,28.42246094,18.08660236,0.863342094,6,2
UK,Birmingham,FORT PARKWAY,2015,38,52.51253374,-1.804687551,520,164,374,4.56097561,145,2.969512195,16767.687,44.8333877,10350.161,45.59542291,227,1.045950746,0,0,2,0,0,738.6733192,0,0,771960.786,0.138322331,0.158694253,88.71280277,3.476646074,303.2250375,1.715903169,2.773786105,1.041875214,0.660281964,2,0
UK,Birmingham,MARSH HILL,2015,38,52.52438371,-1.871417244,529,198,474,4.787878788,164,2.863636364,30879.071,65.14571941,16682.322,63.67298473,262,1.049001103,0.004219409,0,2,0,1,621.800279,164,11,68833.47517,0.467932859,0.178511758,104.200692,2.007218687,299.1188252,0.287455475,25.30397461,10.17093059,0.789277498,18,4
UK,Birmingham,BRISTOL ROAD,2015,38,52.44177111,-1.93797564,543,530,1275,4.811320755,437,2.830188679,46721.531,36.64433804,26228.619,36.12757438,726,1.070483377,0.004705882,10,8,1,3,1048.79535,94,0,136037.2553,0.200285542,0.171348545,143.4493243,2.224889813,302.8412915,1.07812292,21.8098584,11.36453575,0.567372312,11,2
UK,Birmingham,PERSHORE ROAD,2015,38,52.46084539,-1.902391464,609,276,692,5.014492754,215,2.764492754,34877.306,50.40073121,17623.485,49.50417135,356,1.02387959,0,0,7,0,0,305.1053018,54,200,57178.43066,0.588847992,0.180093216,115.8225256,2.720652483,299.559407,0.404334715,24.83260742,20.94038568,0.901029984,4,1
UK,Birmingham,NEW TOWN ROW,2015,38,52.49031718,-1.895080502,615,423,1000,4.728132388,375,2.962174941,49457.997,49.457997,29550.569,50.68708233,583,1.047014641,0.003,1,3,5,2,1373.809705,0,220,214338.6801,0.141031209,0.1127788,115.380137,3.131154102,301.6767811,1.031998054,13.08198746,4.91493483,0.447692973,21,6
UK,Birmingham,FAZELEY STREET,2015,38,52.47989927,-1.886859664,616,533,1268,4.757973734,441,2.90619137,45866.341,36.17219322,25968.779,35.14043166,739,1.046391147,0.001577287,1,1,0,0,413.3760005,56,158,125512.2071,0.14660437,0.106438648,109.965035,4.606794294,302.4641949,1.350934556,8.412757084,10.29029405,0.578736219,5,0
UK,Birmingham,GRAND UNION CANAL,2015,38,52.47302949,-1.876410102,631,346,812,4.693641618,287,2.823699422,42533.505,52.38116379,24239.418,52.58008243,461,1.093511841,0.002463054,2,2,2,0,1021.343033,0,0,83100.81656,0.308910331,0.200879981,113.4880546,4.346434807,302.1067888,0.913692732,16.57937387,12.46571062,0.6542715,21,6
UK,Birmingham,GRAND UNION CANAL,2015,38,52.47758152,-1.879386235,686,266,600,4.511278195,215,2.740601504,34615.399,57.69233167,19295.639,56.91928909,339,1.081164077,0.001666667,0,4,2,0,742.176922,236,236,225070.7554,0.149623499,0.131971196,106.4489796,1.865124509,302.4812769,1.12117065,6.347855788,4.481845193,0.56335928,5,2
UK,Birmingham,ELMSTEAD AVENUE,2015,38,52.4636722,-1.769063574,687,104,267,5.134615385,90,2.865384615,21526.874,80.62499625,10844.937,80.33286667,135,1.036940481,0.007490637,0,0,0,0,1647.433949,185,216,27594.03765,0.647327168,0.171474131,96.08532423,2.994230456,298.7487245,1.014546051,17.61433645,7.882369956,0.943587243,2,1
UK,Birmingham,BRISTOL ROAD,2015,38,52.44686698,-1.929273505,768,563,1432,5.087033748,435,2.756660746,47696.424,33.30755866,25255.196,33.53943692,753,1.055063804,0.00349162,4,2,2,4,1200.83769,211,122,127360.3462,0.349404958,0.215627254,127.3728814,4.684262528,301.6962925,1.689652211,52.04528373,53.1465569,0.827666079,16,2
UK,Birmingham,VALENTINE ROAD,2015,38,52.43809932,-1.890599936,828,149,331,4.44295302,107,2.476510067,21734.649,65.66359215,11084.525,65.20308824,170,1.137512342,0.012084592,3,2,9,1,21.95227193,244,270,111409.4879,0.429234355,0.207234397,158.4305556,4.103103124,300.5778061,0.976010393,33.79765625,14.73484159,0.818309695,18,0
UK,Birmingham,PENNS LANE,2015,38,52.53482941,-1.810662654,835,204,472,4.62745098,138,2.450980392,21514.3,45.58114407,10757.15,45.58114407,236,1.072508791,0,0,4,0,0,808.8741592,0,171,30021.69504,0.636179349,0.169785771,98.53125,4.505289619,297.6426316,0.788788204,11.67559362,9.921487022,0.792583307,4,0
UK,Birmingham,WYLDE GREEN ROAD,2015,38,52.54263132,-1.807224588,851,187,461,4.930481283,156,2.802139037,25183.829,54.62869631,13053.775,53.28071429,245,1.060446421,0,0,0,0,0,1272.10247,153,107,2120.179571,0.721374044,0.067325872,101.9175258,5.171964013,296.5170356,0.758450615,4.185050049,4.120780385,0.996360411,0,0
UK,Birmingham,ICKNIELD PORT ROAD,2015,38,52.48485375,-1.936531615,873,256,629,4.9140625,206,2.6640625,35126.573,55.84510811,17846.25,54.91153846,325,1.060952143,0.00317965,1,7,1,2,1974.415887,38,203,75676.52221,0.496789695,0.212534788,156.4677966,4.177195583,300.0472535,1.579818363,33.58675049,18.00182346,0.795204292,9,1
UK,Birmingham,SOHO ROAD,2015,38,52.50431866,-1.93980377,887,218,508,4.660550459,158,2.555045872,30938.984,60.90351181,15872.709,60.58285878,262,1.054098348,0.007874016,0,7,4,3,0,9,234,132205.21,0.268758955,0.175477799,147.8122867,3.57593195,300.8944235,0.429554516,59.16189236,29.84039672,0.610956865,20,2
UK,Birmingham,EBROOK ROAD,2015,38,52.55640941,-1.813372358,914,287,674,4.696864111,200,2.459930314,32788.25,48.64725519,16419.458,48.57827811,338,1.072959918,0.005934718,0,0,0,0,1985.22737,200,54,26675.71704,0.612153526,0.132757607,107.100346,2.00870938,297.5138262,0.934940686,19.7404966,13.90039604,0.763287512,4,0
UK,Birmingham,BIRMINGHAM AND FAZELEY CANAL,2015,38,52.49695484,-1.879333372,1048,353,775,4.390934844,271,2.614730878,36956.849,47.68625677,20170.059,46.47479032,434,1.072975548,0.007741935,1,3,2,1,46.57021441,246,272,213993.4329,0.200319876,0.180943412,102.3745704,3.030300486,300.9501181,0.548596377,4.934347299,1.441592047,0.573793914,1,1
UK,Birmingham,SHERLOCK STREET,2015,38,52.46752947,-1.897136352,1137,642,1564,4.872274143,526,2.862928349,56813.286,36.32563043,31698.327,36.02082614,880,1.05611313,0,0,7,0,1,943.803466,14,22,90108.93115,0.279146233,0.168762899,112.5190311,3.33075494,301.6437765,0.462825566,36.66846381,32.90753785,0.723135203,27,0
UK,Birmingham,PERSHORE ROAD SOUTH,2015,38,52.4103853,-1.929067006,1161,255,596,4.674509804,199,2.654901961,28756.483,48.24913255,15314.558,47.26715432,324,1.052450096,0.003355705,0,2,0,0,740.5793943,94,26,31914.96255,0.658712923,0.202588249,145.1245675,7.515961233,298.1711451,1.046289298,5.520688375,6.307167865,0.943285678,3,1
UK,Birmingham,HAZELWELL ROAD,2015,38,52.42689285,-1.918010899,1524,295,689,4.671186441,223,2.576271186,35747.208,51.8827402,18492.464,50.943427,363,1.047670578,0,0,0,0,0,858.851393,213,9,84120.1007,0.478508667,0.225717442,127.5324232,2.695554411,300.6017491,1.06409017,22.23491301,9.01403976,0.869438423,3,0
UK,Birmingham,HAGLEY ROAD,2015,38,52.47183214,-1.929277854,1589,374,783,4.187165775,300,2.665775401,35369.391,45.17163602,21495.719,45.15907353,476,1.082404706,0.002554278,3,4,8,1,0,55,176,97786.12277,0.389879783,0.211831223,162.8373702,1.831440526,300.5623915,0.865475726,14.80347334,9.877112622,0.711372769,17,5
UK,Birmingham,NEWHALL STREET,2015,38,52.48316088,-1.905331475,1592,562,1281,4.558718861,490,2.950177936,50821.752,39.67349883,31945.691,40.43758354,790,1.048324561,0,8,9,20,3,1096.381167,246,213,217371.5887,0.131302177,0.117156771,135.9206897,9.139753234,301.2877425,1.079213834,42.24697876,53.35708872,0.703173734,8,6
UK,Birmingham,BIRMINGHAM CANAL,2015,38,52.47913508,-1.919872486,1648,632,1548,4.898734177,528,2.786392405,60123.576,38.83951938,33172.485,39.21097518,846,1.056270945,0,0,2,3,2,2016.902853,0,227,112734.9973,0.364084234,0.208742983,141.0684932,4.316514217,300.6355334,0.578912935,55.81586163,39.71944396,0.758588293,17,1
UK,Birmingham,HIGH STREET,2015,38,52.43386722,-1.892963714,1699,190,429,4.515789474,143,2.557894737,26620.598,62.05267599,13970.656,61.81706195,226,1.098558265,0.004662005,9,10,20,2,108.0486311,246,30,184979.0863,0.222019784,0.163439669,158.8615917,2.0834358,302.7353683,0.768813953,26.38118652,13.82935802,0.629978729,10,1
UK,Birmingham,WORCESTER AND BIRMINGHAM CANAL,2015,38,52.4724676,-1.911522653,2110,454,1081,4.762114537,374,2.790748899,45796.031,42.36450601,25476.986,42.46164333,600,1.055330841,0.001850139,4,5,1,1,173.9140851,0,173,127206.0321,0.305902381,0.210766277,145.6067797,4.217150794,298.9812826,1.382464702,62.34687862,35.23601712,0.673633619,25,4
UK,Birmingham,HURST STREET,2015,38,52.4729938,-1.895371869,2127,684,1520,4.444444444,542,2.777777778,49968.309,32.8738875,30592.903,33.61857473,910,1.053411872,0.001315789,6,5,46,4,841.3099856,242,46,234174.4617,0.101780403,0.057078302,114.7823129,4.423217973,302.977779,0.660492397,48.75773564,117.3243576,0.571000908,15,10
UK,Birmingham,HARBORNE ROAD,2015,38,52.47245487,-1.919001286,2328,493,1088,4.413793103,394,2.701825558,45863.372,42.15383456,27529.787,43.08260876,639,1.0672399,0.001838235,11,20,3,1,1723.516916,207,0,187362.1122,0.199267303,0.167425176,160.2210884,4.610188824,300.4311202,0.535646458,25.07076172,13.87998514,0.636780829,27,1
UK,Birmingham,LONGMORE STREET,2015,38,52.46305847,-1.893732067,2584,439,1110,5.056947608,377,2.897494305,48255.211,43.47316306,25818.048,43.39167731,595,1.035267994,0,0,5,0,0,741.6941837,171,30,60899.95813,0.502456362,0.174268159,107.9728814,2.244226529,300.7457386,0.472769495,40.07985746,18.26872516,0.848469023,13,3
UK,Birmingham,WORCESTER AND BIRMINGHAM CANAL,2015,38,52.44088027,-1.935939153,2700,524,1262,4.816793893,428,2.826335878,46837.418,37.11364342,25968.521,36.31960979,715,1.060161212,0.004754358,7,5,0,1,679.089648,127,197,163922.541,0.305535446,0.189864907,143.1305842,2.336795027,302.2460538,0.663796009,30.04935484,29.2078668,0.744125049,7,0
UK,Birmingham,GOOCH STREET,2015,38,52.46699555,-1.893192733,3082,495,1243,5.022222222,415,2.84040404,51006.567,41.03504988,27361.899,41.14571278,665,1.041925867,0,4,3,1,1,321.1851341,186,101,125009.837,0.315410882,0.194205283,109.2525597,2.342157475,301.9473599,0.634861884,23.17481232,12.27453412,0.696920412,11,0
UK,Birmingham,REA VALLEY CYCLEWAY,2015,38,52.44673749,-1.91051463,3279,227,573,5.04845815,192,2.788546256,33345.657,58.19486387,16861.83,57.54890785,293,1.183856601,0.029668412,0,1,2,1,1069.112185,246,0,47098.80589,0.605845032,0.165351618,119.449827,2.782497504,297.9490721,1.207939101,9.415057147,8.675077188,0.78230257,3,0
USA,Boulder,Bikelane on Highway 36 near Foothills Trail,2022,38,40.070314,-105.283355,222,141,460,6.524822695,141,3.524822695,13446.849,29.23228043,6751.61,29.22774892,231,1.045636864,0,0,0,0,0,736.3327142,0,108,0,0.30000121,0.080530965,1691.339726,5.568471415,297.2311037,0.56068176,0.013933531,0.035006908,0.633957586,0,0
USA,Boulder,Baseline Rd & Inca Pkwy,2021,23,40.00008249,-105.2401373,454,213,511,4.798122066,186,2.929577465,32816.95,64.22103718,19003.735,65.08128425,292,1.089349916,0.007827789,0,5,0,0,479.827794,0,0,89210.92231,0.380177014,0.170263596,1621.349727,2.671052561,294.7887432,0.912844962,20.1577056,14.86014253,0.826963671,8,4
USA,Boulder,Baseline Rd W of Inca Pkwy,2022,38,40.00016,-105.240997,725,180,437,4.855555556,159,2.961111111,32007.043,73.24266133,18422.315,74.58427126,247,1.084801426,0.009153318,0,4,0,0,721.4534963,75,75,81784.45011,0.402518232,0.160353389,1621.506887,2.706350445,294.5373147,0.79563043,16.3200887,14.08530317,0.829773601,12,5
USA,Boulder,"SHOULDER - SH 119, DIAGONAL HWY NE/O JAY RD",2013,33,40.0541282,-105.2290091,1449,18,35,3.888888889,16,3.055555556,6373.733,182.1066571,4332.455,206.307381,21,1.003789571,0,0,0,0,0,0,134,99,0,0.402096273,0.116893424,1605.495935,3.993301947,294.7891906,0.838836001,0.264802008,0.446230649,0.664506758,0,0
