country,city,GSV,espg,name,year,week,latitude,longitude,counts_week,n,m,k_avg,edge_length_total,edge_length_avg,streets_per_node_avg,intersection_count,street_length_total,street_segment_count,street_length_avg,circuity_avg,3_way_int_count,4_way_int_count,median_speed,dist_to_greenspace,dist_to_bikePOI,dist_to_edu,dist_to_train,bike_points,bus_stops,restaurants,daily_shops,business_shops,traffic_signals,cycle_length,ndvi_mean,ndvi_std,dem_mean,dem_std,lst_mean,lst_std,lc_entropy,pop_sum,build_area
USA,Austin,n,32614,Butler Trail: North Congress,2022,38,30.262409,-97.744317,4206,19,46,4.842105263,5426.511,117.9676304,3.421052632,18,2984.508,26,114.7887692,1.003653557,6,11,48.2802,0,0,0,0,4,2,8,0,0,6,1568.829555,0.153589571,0.249233288,148.0366972,9.838071159,22.54752903,1.243180609,0.828468283,315.8179016,0.03183626
USA,Austin,n,32614,Butler Trail: Boardwalk,2022,38,30.254826,-97.742666,5409,10,19,3.8,3752.491,197.4995263,3.4,10,2501.615,11,227.4195455,1.09464606,6,4,56.3269,119,79,83,119,1,0,0,1,0,1,675.7525619,0.134578765,0.240859499,137.75,4.041405021,23.02803622,2.108159172,0.810492815,249.3285522,0.03180857
USA,Austin,n,32614,Butler Trail : Longhorn Dam ,2022,38,30.248927,-97.71404,3496,0,0,0,0,0,0,0,0,0,0,0,0,0,56.3269,83,95,119,166,0,0,0,0,0,0,1380.233911,0.16225642,0.288113854,134.6064815,2.620742514,21.8164379,1.843790185,0.805192605,57.69272614,0.00015582
USA,Austin,n,32614,Southern Walnut Creek Trail,2022,38,30.262292,-97.684256,1122,11,24,4.363636364,2916.03,121.50125,2.636363636,9,1458.015,12,121.50125,1.117912679,9,0,,26,102,126,60,0,0,0,0,0,0,522.6507666,0.569965151,0.178140441,140.196347,3.037480539,22.12146386,1.01418533,0.743837504,215.9644623,0.01212277
USA,Austin,n,32614,Upper Boggy Creek,2022,38,30.279984,-97.708688,676,24,57,4.75,8170.876,143.3487018,3.25,23,4211.627,31,135.8589355,1.0414777,15,8,40.2335,60,0,60,60,2,1,0,1,0,1,499.6208099,0.292144262,0.205723499,166.0045662,2.28454749,23.48511077,0.55239121,0.915415385,100.0697021,0.04009667
USA,Austin,n,32614,Manor PC,2022,38,30.284118,-97.720236,1631,48,134,5.583333333,13558.801,101.1850821,3.541666667,47,7168.596,72,99.56383333,1.008663483,19,28,40.2335,109,161,47,109,0,1,11,1,0,4,256.5905819,0.333457072,0.152373964,188.9318182,2.854006174,24.30122736,0.515637482,0.874263755,312.2375183,0.03494587
USA,Austin,n,32614,Shoal Creek Trail & 24th St,2022,38,30.286414,-97.75344,803,28,62,4.428571429,8598.46,138.6848387,2.892857143,24,4450.7,32,139.084375,1.025185353,20,3,48.2802,118,118,94,111,0,0,0,0,0,1,569.1355884,0.479411296,0.152955787,164.3568075,8.83359003,23.51107229,0.441592352,0.817129442,202.7221069,0.01892411
USA,Austin,n,32614,Shoal Creek Trail & 9th St,2022,38,30.273953,-97.751702,1455,25,52,4.16,6578.433,126.5083269,3.16,22,3371.385,28,120.4066071,1.001006067,12,10,40.2335,168,129,146,182,0,0,3,1,0,2,842.3116133,0.319617495,0.194121893,151.0280374,4.810343108,24.82105177,0.7213623,0.838348671,117.0378723,0.03699632
USA,Austin,n,32614,Butler Trail : Crenshaw Bridge ,2022,38,30.274733,-97.770673,2503,12,13,2.166666667,5704.951,438.8423846,2.916666667,11,4543.79,11,413.0718182,1.116539865,10,1,104.6071,108,45,115,159,3,1,0,0,0,0,1287.92024,0.287911889,0.256354492,141.3009259,6.087114432,22.23291468,1.549486034,0.874643016,2.134131432,0.00152888
USA,Austin,n,32614,Butler Trail: South Lamar,2022,38,30.264368,-97.756035,3707,20,40,4,4208.897,105.222425,3.35,20,2815.759,27,104.2873704,1.003807671,13,4,48.2802,53,53,101,117,3,1,0,0,1,4,2646.857531,0.298073305,0.230055178,138.4117647,6.437843928,22.68135119,1.264194437,0.918200983,128.9983978,0.00998841
USA,Austin,n,32614,Mopac at Barton Creek,2022,38,30.242933,-97.810155,581,8,7,1.75,4109.13,587.0185714,2.625,7,4109.13,7,587.0185714,1.202533293,6,0,104.6071,105,0,116,159,0,0,0,0,0,0,5.487360485,0.564282389,0.191860612,179.0502283,4.651531632,21.7355054,0.624350548,0.683465793,37.00470734,0
USA,Austin,n,32614,Northern Walnut Creek Trail,2022,38,30.401918,-97.685215,1909,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1401,0,0,0,0,1,0,0,0,0,0,2199.804543,0.523039323,0.169652132,207.5909091,3.727771585,21.55005993,1.210954632,0.894361918,1.054497361,0.00057055
USA,Minneapolis,y,32615,Central Ave,2021,38,45.014335,-93.247347,142,21,64,6.095238095,9660.622,150.9472188,4,21,4830.311,32,150.9472188,1.00001971,1,19,32.1868,61,74,57,75,2,8,7,1,2,3,414.5505425,0.33494718,0.19539261,259.5363636,1.753838765,12.81541082,0.91486014,0.646990883,402.7554626,0.04408497
USA,Minneapolis,y,32615,Franklin Tower,2021,38,44.962704,-93.224738,6081,40,84,4.2,9841.991,117.1665595,3.25,40,5903.275,55,107.3322727,1.023088598,29,9,32.1868,126,126,126,61,1,2,1,0,0,1,1447.999717,0.379473166,0.30257332,238.5117371,12.81636656,10.55583828,1.007620815,0.757515421,175.0476837,0.01364316
USA,Minneapolis,y,32615,Park Ave Northbound,2021,38,44.952765,-93.265124,1315,24,54,4.5,9289.486,172.0275185,3.958333333,24,5996.832,36,166.5786667,1.000254767,2,21,40.2335,113,86,86,0,1,7,1,0,0,3,0,0.302138286,0.147508985,262.6849315,2.552874889,13.37415387,0.36866603,0.638526582,980.0021973,0.04275326
USA,Minneapolis,y,32615,West River Greenway,2021,38,44.94476,-93.20328,6873,19,47,4.947368421,7562.14,160.8965957,3.105263158,17,3877.049,24,161.5437083,1.029375574,11,6,32.1868,113,0,0,113,1,0,0,0,0,0,1028.115583,0.335293319,0.277053722,234.0684932,13.96962991,10.03746834,1.277628435,0.831123265,149.8283081,0.01497315
Netherlands,Almere,n,32631,Dunloppad,2019,36,52.346795,5.190189,25076,8,7,1.75,4015.756,573.6794286,2.375,5,4015.756,7,573.6794286,1.00532873,4,1,100,52,29,52,52,0,0,0,0,0,0,996.5003478,0.61721316,0.214411157,0.059360731,2.19196156,15.67475787,1.660992719,0.936776073,237.7836609,0
Netherlands,Almere,n,32631,Farflerpad,2019,36,52.344117,5.181989,2596,8,7,1.75,5248.717,749.8167143,2.75,7,5248.717,7,749.8167143,1.172832847,7,0,100,42,28,0,34,0,0,0,0,0,0,989.5905478,0.578598054,0.227891044,-0.686915888,2.281603966,16.53325104,1.59686571,0.969398929,303.2261658,0.004786
Netherlands,Almere,n,32631,Guilmetpad,2019,36,52.33783,5.166146,6712,4,3,1.5,2292.147,764.049,2,2,2292.147,3,764.049,1.010663404,2,0,100,45,26,44,36,0,0,0,0,0,0,775.7981986,0.583553553,0.204298158,-2.811059908,1.379997756,16.84719497,1.536203349,0.850710339,164.3158569,0
Netherlands,Almere,n,32631,Busbaanbrug,2019,36,52.352676,5.172289,40724,27,41,3.037037037,10714.568,261.3309268,3.148148148,25,7707.202,33,233.5515758,1.029880452,17,8,80,0,40,33,74,0,1,0,0,0,0,500.5816741,0.371817693,0.232018794,-4.652777778,0.974105319,20.16395173,1.240331316,0.825100256,260.209259,0.01774883
Netherlands,Almere,n,32631,Krompoort,2019,36,52.34425,5.21894,28276,63,137,4.349206349,8460.778,61.75750365,2.984126984,56,5131.367,83,61.8236988,1.117365826,43,13,30,0,61,33,50,0,0,0,0,0,0,980.3582806,0.524559886,0.179472473,-2.033018868,1.304507548,17.63674869,0.847660021,0.966794925,482.1026306,0.02801878
Netherlands,Almere,n,32631,Ambachtsmarkt,2019,36,52.341719,5.224953,34504,63,126,4,9019.722,71.58509524,2.650793651,51,5469.84,77,71.03688312,1.169143846,49,2,30,51,53,29,0,0,0,0,1,0,0,605.1017818,0.473450766,0.194023194,-1.162790698,1.413065817,18.10019304,0.989578453,0.968681906,451.9816284,0.03946998
Netherlands,Almere,n,32631,Pedersenpad,2019,36,52.338087,5.230673,41932,31,65,4.193548387,9071.089,139.5552154,3.258064516,29,5327.153,43,123.8872791,1.182291986,17,12,50,59,26,55,59,0,0,0,1,0,10,1598.437523,0.561007212,0.18591205,-2.105022831,1.056798981,17.22051138,1.333552072,0.989921676,413.5053711,0.01826295
Netherlands,Almere,n,32631,Spoorbaanpad vanaf Jonsonspad,2019,36,52.38305,5.264791,6988,16,44,5.5,3709.23,84.30068182,3,15,1854.615,22,84.30068182,1.11978423,13,2,30,59,59,27,48,0,0,0,0,0,0,1397.857614,0.576102085,0.187398415,-4.128440367,1.275031336,17.31421794,1.074835538,0.924191488,269.9915466,0.01434416
Netherlands,Almere,n,32631,Geuzenpad,2019,36,52.385521,5.257554,66972,25,62,4.96,8879.675,143.2205645,3.52,25,4804.04,35,137.2582857,1.132827122,10,14,30,0,61,1,0,0,0,0,0,0,4,1906.460554,0.536491433,0.202229619,-5.126760563,1.243909981,17.57993714,0.928296401,0.777994553,237.7986145,0.01780509
Netherlands,Almere,n,32631,Pirellipad,2019,36,52.392738,5.247987,61224,7,12,3.428571429,5420.222,451.6851667,2.428571429,4,2710.111,6,451.6851667,1.037911632,2,2,65,55,55,47,48,0,0,0,0,0,0,1254.619541,0.566991765,0.178333124,-5.427272727,1.423562055,18.34373002,1.500006501,0.668996526,193.0749817,0.01018562
Netherlands,Almere,n,32631,Chopinpad,2019,36,52.367608,5.19125,79180,55,123,4.472727273,11877.121,96.56195935,2.981818182,50,6171.193,67,92.10735821,1.056364694,42,7,30,59,27,0,48,7,2,2,1,3,0,1498.597192,0.349143215,0.168603921,-2.646788991,1.259464631,18.74922278,0.845135789,0.773869802,558.9904175,0.03995729
Netherlands,Almere,n,32631,Tjaikowskypad,2019,36,52.365863,5.193832,71260,58,141,4.862068966,11939.19,84.67510638,3,52,6275.628,75,83.67504,1.030858863,36,14,30,0,56,56,52,0,0,1,1,0,0,1017.6013,0.391701399,0.182077363,-2.716894977,1.424584356,17.67898964,0.767412731,0.846872228,471.3138123,0.04114543
Netherlands,Almere,n,32631,Transferium 't Oor,2019,36,52.355182,5.210387,30452,37,66,3.567567568,10093.599,152.9333182,3.135135135,32,7041.366,51,138.066,1.07735256,18,13,50,27,27,0,48,1,6,0,0,0,8,699.4405857,0.534170216,0.227293705,-2.255707763,2.020082241,17.18553238,1.167184095,0.866266658,225.7494965,0.00055164
Netherlands,Almere,n,32631,Cinemadreef tpv Stadswetering,2019,37,52.372506,5.225716,58360,47,97,4.127659574,11151.998,114.9690515,3.234042553,42,6910.69,64,107.9795312,1.169638887,21,21,30,43,23,24,28,0,0,0,0,0,15,1666.725016,0.411225145,0.199328184,-2.342465753,2.186838034,18.37810583,0.657690004,0.821412591,473.5537109,0.02502081
Netherlands,Almere,n,32631,Judy Garlandbrug,2019,37,52.370957,5.226206,153500,50,104,4.16,11310.865,108.7583173,3.12,44,6772.124,66,102.6079394,1.171547365,26,18,30,34,51,39,54,0,0,0,0,0,10,1528.475795,0.38435106,0.185459858,-1.666666667,1.984720937,18.77402611,1.424329288,0.944403912,478.5074158,0.03044782
Netherlands,Almere,n,32631,Fongerspad,2019,37,52.368851,5.226168,73744,15,32,4.266666667,2988.26,93.383125,2.6,11,1494.13,16,93.383125,1.11626132,9,2,30,0,39,46,0,0,0,0,0,0,0,1239.356243,0.356303915,0.278760494,-2.97260274,2.510103435,17.68853453,2.747300843,0.955575301,248.234024,0.02835004
Netherlands,Almere,n,32631,Rooseveltbrug,2019,37,52.377701,5.221937,30232,35,69,3.942857143,7025.439,101.8179565,2.857142857,29,4683.309,44,106.4388409,1.055223488,22,7,30,55,59,59,59,0,0,0,0,0,8,2149.038284,0.441562922,0.197842476,-2.177272727,1.705720807,17.95632324,0.712988459,0.945636738,631.0125122,0.03308839
Netherlands,Almere,n,32631,Markerkant,2019,37,52.380747,5.215017,27024,36,77,4.277777778,11803.115,153.2872078,3.333333333,34,7492.538,48,156.0945417,1.069975505,17,15,50,4,23,23,23,0,0,0,0,1,3,658.2167798,0.408224509,0.210735228,-2.859813084,1.443312637,19.50986146,0.929098047,0.811171859,598.1331787,0.03549738
Netherlands,Almere,n,32631,Melissepad,2019,37,52.379162,5.210936,34108,43,103,4.790697674,12013.028,116.6313398,3.209302326,39,6947.95,55,126.3263636,1.07267158,22,17,30,44,39,44,39,0,0,0,0,0,0,903.1826501,0.468845699,0.176649789,-3.314553991,1.356474446,17.9886274,0.540571944,0.769469284,451.1100464,0.02847326
Netherlands,Almere,n,32631,Landvoogdpad,2019,37,52.375944,5.213568,54844,48,104,4.333333333,10478.377,100.753625,3.375,45,6978.294,71,98.28583099,1.055762451,21,24,30,55,55,39,55,0,0,0,0,0,4,1506.343139,0.358687505,0.177517348,-1.867579909,3.234488673,17.76894041,0.432135094,0.769911277,590.9232788,0.03925038
Netherlands,Almere,n,32631,Spoorbaanpad tpv Hoogezandbrug,2019,37,52.374016,5.213907,84040,51,104,4.078431373,7403.242,71.18501923,3.333333333,49,5047.944,77,65.55771429,1.056202766,24,23,30,55,55,39,55,0,0,1,1,1,4,1981.148873,0.354567952,0.167406324,-1.416666667,2.871072196,18.1509422,0.537849184,0.820458187,570.8028564,0.04287085
Netherlands,Almere,n,32631,Hengelostraat,2019,37,52.366787,5.214433,38764,10,18,3.6,1929.038,107.1687778,2.2,6,964.519,9,107.1687778,1.107129434,6,0,30,58,61,0,61,0,0,9,0,3,0,1454.700322,0.201474591,0.226679099,-3.936073059,2.32035368,16.96127417,2.487624146,0.727808375,337.7813416,0.04468983
Netherlands,Almere,n,32631,Deventerstraat,2019,37,52.367827,5.214491,141956,37,68,3.675675676,7358.872,108.2187059,2.621621622,28,3861.683,41,94.18739024,1.16820334,22,5,30,0,23,56,23,0,1,11,1,4,0,1424.485221,0.268781857,0.190857296,-3.415525114,2.008187823,18.39949321,2.003397809,0.671536757,415.8196716,0.05793496
Netherlands,Almere,n,32631,Giethoornpad,2019,37,52.369562,5.213886,70552,41,81,3.951219512,8963.921,110.6656914,2.853658537,34,4917.639,51,96.42429412,1.230189036,22,10,30,25,60,1,60,0,2,11,2,5,0,2336.283473,0.310850626,0.182577931,-2.288990826,1.548591515,19.57275839,1.059998446,0.709143789,494.4988098,0.06950919
Netherlands,Almere,n,32631,Zuidwoldepad,2019,37,52.371509,5.213761,55280,42,75,3.571428571,7324.946,97.66594667,3.119047619,39,4411.693,53,83.23949057,1.207659301,24,13,30,29,0,20,0,2,2,3,2,2,0,2726.95169,0.320865183,0.165427833,-2.293023256,1.555992968,19.00976676,1.069489916,0.685028409,566.4884644,0.06001135
Netherlands,Almere,n,32631,Kolkplein / Coevordenbrug,2019,37,52.370434,5.212797,57228,36,66,3.666666667,6819.569,103.326803,3,32,4148.516,47,88.26629787,1.221311626,16,12,30,0,59,27,59,0,2,1,2,2,0,2833.41171,0.349793135,0.172532149,-2.660465116,1.478864985,19.25431959,1.029440328,0.716918184,561.866333,0.05556672
Netherlands,Almere,n,32631,Ter Apelpad / Brug,2019,37,52.373065,5.21507,56288,51,104,4.078431373,8201.209,78.85777885,3.352941176,49,5629.308,78,72.17061538,1.12517025,23,24,30,33,61,26,61,2,0,14,2,3,4,1874.118588,0.309321073,0.171998127,-1.439814815,2.491854873,18.58721698,0.880294677,0.756087004,576.1511841,0.05705285
Netherlands,Almere,n,32631,PJ Oudpad tpv voetg entree Schoutgarage (fietspad station),2019,37,52.374555,5.217674,83284,36,68,3.777777778,5073.947,74.61686765,3.222222222,33,3543.255,50,70.8651,1.050443435,15,16,30,61,61,61,61,1,18,10,3,10,9,1623.24562,0.213216395,0.155774423,-0.598173516,2.695031171,18.79087962,0.969907813,0.569388686,625.4257813,0.0611735
Netherlands,Almere,n,32631,Mandelapad,2019,37,52.375303,5.220429,41508,40,81,4.05,8450.365,104.3254938,2.875,33,5288.887,51,103.7036667,1.146752547,20,11,30,0,0,0,0,1,18,5,3,8,12,2522.802543,0.267166831,0.1982072,-1.651376147,2.08918643,18.52917144,1.147888283,0.72288956,599.6210938,0.0446634
Netherlands,Almere,n,32631,Slapstickpad,2019,37,52.373938,5.22297,66840,42,84,4,7565.506,90.06554762,3,33,5015.798,57,87.99645614,1.18686359,15,18,30,61,55,61,61,1,0,3,3,9,21,2341.750645,0.315369026,0.207893769,-2.222727273,1.911789219,18.60842507,1.080716239,0.693795752,555.1565552,0.0400462
Netherlands,Almere,n,32631,Realiteitspad,2019,37,52.391616,5.220202,4328,18,31,3.444444444,6237.795,201.2191935,3.111111111,15,4846.352,23,210.7109565,1.020915992,7,8,80,56,37,56,0,0,0,0,0,0,0,761.1359256,0.720427825,0.133521691,-2.100917431,2.020286809,15.69852105,0.614990826,0.849453152,305.3244019,0.00246818
Netherlands,Almere,n,32631,Tuinkruidenpad,2019,37,52.388698,5.205427,12888,19,36,3.789473684,5276.737,146.5760278,2.631578947,13,4369.914,23,189.9962609,1.031851699,6,6,30,39,54,53,39,0,0,0,0,0,3,710.3584265,0.62440123,0.189676737,-2.195454545,2.085224486,16.81004084,1.267675039,0.817682786,235.6260529,0.0078519
Netherlands,Almere,n,32631,Clauspad,2019,37,52.385184,5.187083,38116,8,16,4,671.786,41.986625,2.25,5,335.893,8,41.986625,1.044023854,5,0,30,44,39,76,52,0,0,0,0,0,0,840.7572906,0.480102352,0.307228843,-4.626728111,1.074987894,15.88032159,0.932247855,0.846028147,188.9269714,0.00824608
Netherlands,Almere,n,32631,Burgerspad,2019,42,52.352776,5.20065,31600,4,3,1.5,1726.038,575.346,3,4,1726.038,3,575.346,1.216318833,2,1,100,56,23,0,52,0,0,0,0,0,0,822.2797333,0.627944137,0.209205654,-0.389140271,2.076080035,16.17516482,1.221419883,0.815519054,290.3177185,0.00606388
Netherlands,Almere,n,32631,Havendreef,2019,42,52.352566,5.194785,6076,31,60,3.870967742,9189.561,153.15935,3.290322581,28,7219.408,43,167.8932093,1.126098321,13,15,50,57,59,61,50,0,0,0,0,0,7,703.4665667,0.458263096,0.214752333,-0.926940639,1.515266377,19.23145423,1.128514244,0.866133877,461.3006897,0.0330041
Netherlands,Arnhem,n,32631,"Bovenbrug fietspad, van Bovenbrugseweg naar Renssenstraat, Arnhem",2019,41,51.985322,5.896912,15401,28,54,3.857142857,4364.333,80.82098148,3.035714286,27,3031.964,35,86.62754286,1.019270264,20,5,30,66,66,54,54,2,5,0,0,0,8,1226.906888,0.270654111,0.17970857,33.79816514,7.296197095,18.98479833,0.527546152,0.741516169,442.0901489,0.07725431
Netherlands,Arnhem,n,32631,"Noordelijke Parallelweg, van Frombergstraat naar Beaulieustraat, Arnhem",2019,41,51.985844,5.895989,9164,26,51,3.923076923,4134.595,81.0704902,3,24,2695.615,32,84.23796875,1.021821113,18,5,30,66,66,54,54,2,4,0,0,0,4,1099.72199,0.290072009,0.178780092,36.46976744,6.370554898,19.07407794,0.628199511,0.938929779,491.952301,0.06843134
Netherlands,Arnhem,n,32631,"Amsterdamseweg fietspaden, van Frombergstraat naar Beaulieustraat, Arnhem",2019,41,51.987372,5.896559,14314,49,110,4.489795918,8489.903,77.18093636,3.020408163,46,5158.279,65,79.35813846,1.012888454,35,9,30,16,16,14,14,1,5,0,2,1,3,1118.830625,0.335035737,0.190751572,39.89814815,4.957112015,19.30475758,0.912181077,0.986133289,487.1377258,0.06186504
Netherlands,Arnhem,n,32631,"Zijpendaalseweg fietspaden, van Van Pallandtstraat naar Burgemeestersplein, Arnhem",2019,41,51.98882,5.900083,17265,30,75,5,6943.659,92.58212,3.2,30,3683.706,40,92.09265,1.006976567,24,6,30,26,44,0,0,1,2,2,0,0,0,1055.936377,0.489576517,0.16259593,30.73972603,5.640753691,17.77716315,1.177076503,0.961235125,320.9924316,0.02831885
Netherlands,Arnhem,n,32631,"Zypsepoort (Willemsplein) fietspaden, van Amsterdamseweg naar Jansbuitensingel, Arnhem",2019,41,51.984915,5.904827,43564,54,99,3.666666667,8495.729,85.81544444,3.092592593,53,6581.458,73,90.1569589,1.068631474,36,12,50,0,66,80,0,6,15,22,2,1,47,2481.781419,0.252056682,0.169032947,23.14479638,3.434827293,19.29508537,0.595145754,0.692858792,502.0202026,0.05447242
Netherlands,Arnhem,n,32631,"Utrechtsestraat, van Nieuwe Plein naar Coehoornstraat, Arnhem",2019,41,51.983316,5.902694,23158,54,88,3.259259259,9002.781,102.3043295,3.018518519,50,7595.264,72,105.4897778,1.100010158,35,12,50,0,4,64,126,11,21,53,2,3,25,1743.181883,0.161232915,0.109923407,22.83561644,3.969105688,20.0534746,0.906659493,0.57618988,504.2270508,0.09273554
Netherlands,Arnhem,n,32631,"Gele Rijdersplein, van Willemsplein naar Jansplein, Arnhem",2019,41,51.983237,5.906943,51302,18,23,2.555555556,2961.988,128.782087,3.222222222,18,2961.988,23,128.782087,1.095432205,10,6,50,121,1,3,125,12,6,73,0,55,27,1598.777512,0.198933328,0.154357438,21.16742081,2.664332394,20.50754295,1.165394992,0.66140408,542.0598145,0.08884267
Netherlands,Arnhem,n,32631,"Apeldoornseweg fietspaden, van Sonsbeekweg naar Sint Peterlaan, Arnhem",2019,41,51.98965,5.90803,7278,40,84,4.2,6650.385,79.17125,3.225,39,4226.877,53,79.75239623,1.030941907,28,11,50,0,0,68,126,2,4,7,0,0,10,1265.05578,0.465790216,0.166768478,43.32876712,9.325256314,19.18769175,1.319121785,0.926535861,343.7558594,0.03167609
Netherlands,Arnhem,n,32631,"Hommelseweg, van Spoorwegstraat naar Paterstraat, Arnhem",2019,41,51.984932,5.914253,18555,95,174,3.663157895,10870.789,62.47579885,3.042105263,90,8876.644,131,67.76064122,1.055052869,65,18,30,14,69,16,0,2,4,14,8,8,32,1457.826297,0.234886045,0.125001997,22.92237443,3.035317504,21.1323755,0.729606952,0.686973752,549.5001221,0.0767336
Netherlands,Arnhem,n,32631,"Oude Kraan fietspad, van Bergstraat naar Nieuwe Plein, Arnhem",2019,41,51.981505,5.901839,17829,54,90,3.333333333,10813.647,120.1516333,3.018518519,51,8888.604,70,126.9800571,1.134779981,36,11,50,56,14,70,14,6,3,44,1,2,26,1700.327852,0.177720208,0.148013248,17.19178082,5.278519063,19.79634436,1.192857538,0.596300179,445.4987793,0.05628294
Netherlands,Arnhem,n,32631,"Velperbinnensingel fietspad, van Nieuwstad naar Koningsplein, Arnhem",2019,41,51.981574,5.913381,47089,47,81,3.446808511,5754.641,71.04495062,2.914893617,43,4469.656,59,75.75688136,1.048973387,36,4,30,54,14,38,0,8,5,21,6,31,21,1302.58973,0.25002325,0.159682363,16.63181818,2.164987164,20.73393111,1.009486334,0.751482434,521.079834,0.07565874
Netherlands,Arnhem,n,32631,"Steenstraat, van Bloemstraat naar Tuinstraat, Arnhem",2019,41,51.983826,5.916475,23548,81,137,3.382716049,9314.843,67.99155474,3.086419753,77,7586.008,107,70.89727103,1.05371165,53,18,30,0,0,0,0,2,0,20,8,8,36,1163.111606,0.22118667,0.118063978,19.50228311,2.67983239,21.71489503,0.617676137,0.614774225,596.5852661,0.08617824
Netherlands,Arnhem,n,32631,"Sonsbeeksingel (Arnhem), fietsstroken (weg gemengd verkeer)",2019,36,51.985413,5.919417,16916,79,142,3.594936709,9492.419,66.84802113,3.025316456,74,7376.543,105,70.25279048,1.051938422,56,15,30,0,0,0,0,0,2,7,5,3,17,960.1740939,0.245042964,0.126076613,20.45205479,3.005509838,21.24397786,0.653232724,0.674915194,589.6137695,0.07716277
Netherlands,Arnhem,n,32631,"Sonsbeeksingel, van Paulstraat naar Roosendaalsestraat, Arnhem",2019,41,51.985428,5.919414,15726,80,147,3.675,9634.454,65.5405034,3.0375,75,7425.733,108,68.75678704,1.051145634,56,16,30,0,0,0,0,0,2,7,5,3,17,959.8315042,0.244930258,0.125643071,20.46330275,3.007792953,21.23917494,0.650858896,0.676159609,589.6137695,0.07710266
Netherlands,Arnhem,n,32631,"Velperpoort Fietstunnel, van Ir. J.P. Van Muijlwijkstraat naar Sonsbeeksingel, Arnhem",2019,41,51.985175,5.919766,45427,78,138,3.538461538,9305.778,67.43317391,3.038461538,73,7258.37,103,70.46961165,1.044652483,56,15,30,0,0,0,0,0,2,4,5,4,17,985.4640054,0.248264657,0.132321224,19.79908676,2.62335821,21.22999831,0.697812681,0.660034407,558.937439,0.07617262
Netherlands,Arnhem,n,32631,"Roosendaalsestraat, van Atjehstraat naar Hoflaan, Arnhem",2019,41,51.988889,5.925783,19601,55,112,4.072727273,10689.881,95.44536607,3.036363636,52,6824.661,68,100.3626618,1.080170866,40,10,30,0,0,0,0,1,4,3,1,3,7,688.470135,0.268539695,0.132070821,27.52803738,6.328001772,20.41619588,0.558075931,0.826867938,468.0712585,0.06635082
Netherlands,Arnhem,n,32631,"Airborneplein Fietstunnel Stadszijde, van St. Walburgisplein naar Airborneplein, Arnhem",2019,41,51.978715,5.91438,62827,80,138,3.45,10094.626,73.14946377,2.925,75,7117.512,102,69.77952941,1.039640184,69,5,50,54,0,55,0,4,9,0,0,0,28,2226.839274,0.291717887,0.176554551,15.65909091,1.798271668,20.0954146,0.862687564,0.758845749,483.7552795,0.05239887
Netherlands,Arnhem,n,32631,"Rijnkade (boven), van Roermondseplein naar Vossenstraat, Arnhem",2019,41,51.97949,5.901977,2672,41,67,3.268292683,11895.496,177.5447164,3,38,9041.483,52,173.8746731,1.189976497,26,9,50,111,0,64,126,2,0,6,1,0,18,1450.741014,0.133495148,0.183526017,11.88479263,4.596191479,18.02658095,1.569587364,0.715986496,284.1837463,0.03149769
Netherlands,Arnhem,n,32631,"Nelson Mandelabrug, fietspad",2019,36,51.97811,5.89932,46647,10,15,3,7596.351,506.4234,2.2,6,4875.104,9,541.6782222,1.372686064,6,0,30,105,105,105,53,0,2,0,0,0,0,634.2081861,0.324805715,0.297003134,10.88018433,3.839453682,17.08735284,0.806549502,0.823345977,207.1961823,0.00720541
Netherlands,Arnhem,n,32631,Fietspad Vosdijk (onderdoorgang spoor),2019,36,51.98255,5.931724,13840,13,27,4.153846154,2944.503,109.0556667,3,13,2001.022,17,117.7071765,1.3298088,9,2,30,0,111,42,0,0,0,0,0,0,0,690.40293,0.398537067,0.159530181,13.36818182,3.628909975,19.35137607,0.70438422,0.931838462,299.7965088,0.022318
Netherlands,Arnhem,n,32631,"Stadhoudersstraat, fietspad",2019,36,51.977983,5.924949,26021,51,102,4,10110.275,99.12034314,3.078431373,48,6734.895,67,100.5208209,1.057126502,38,10,30,54,0,14,0,0,2,2,1,1,0,681.3392795,0.312266727,0.139721327,13.53881279,1.529646289,21.08044378,0.615167326,0.893887741,496.8867798,0.04445958
Netherlands,Arnhem,n,32631,"Voetiusstraat fietspaden, van Johan De Wittlaan naar Ijssellaan, Arnhem",2019,41,51.980895,5.935425,19395,44,92,4.181818182,6850.099,74.45759783,3.204545455,43,4834.538,64,75.53965625,1.108204075,27,12,50,54,74,56,35,0,2,0,1,0,22,1390.242475,0.386693627,0.177221008,11.92727273,2.105011729,19.33915128,0.930243288,0.80341014,284.5545044,0.0177894
Netherlands,Arnhem,n,32631,"Johan de Wittlaan, fietspad",2019,36,51.978514,5.93779,27406,29,61,4.206896552,7446.873,122.0798852,2.965517241,26,4352.289,37,117.6294324,1.155645373,19,6,50,0,0,64,116,0,2,0,0,0,0,571.4909079,0.409207649,0.212714986,11.77209302,2.265856333,20.05336119,2.122237834,0.88146021,341.0171509,0.02621538
